id;id_network;short_indicator;indicator;dimension;theme;sub_theme;Type_Impact;Type_Indicators;system_based_classification;System_Units;spatial_representation;Ideal;monitor;Pillar
5;760;Population age;Population age;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Growth;1_StaatVDS;Social
6;761;Migration;Migration (internal/abroad);Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Growth;1_StaatVDS;Social
7;762;Level education;Level of education;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
8;763;Sex;Sex;Social Capital;Demography ;Demographics;Here and now;;System Condition;People;Neighborhood;Equal opp;1_StaatVDS;Social
;764;Heat stress elderly;Heat stress elderly;Social Capital;Demography ;Demographics;Here and Now, Elsewhere;;;;;Safety;10_DBoom;Social
18;765;Birth;Birth;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
19;766;Mortality;Mortality;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
9;767;Population;Population;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
21;768;Immigration;Immigration;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
22;769;Emigration;Emigration;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
;770;Heat stress elderly;Heat stress elderly;Social Capital;Demography ;Demographics;Here and Now, Elsewhere;;;;;Safety;9_SDGs;Social
30;771;Volunteer work;Volunteer work;Social Capital;Demography ;Other assets;Here and now;;;;City;Together;2_BWMRA;Social
25;772;Domestic emigration;Domestic emigration;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
26;773;Domestic migration;Domestic migration balance;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
;774;Demographic pressure;Demographic pressure;Social Capital;Demography ;Demographics;;;;;;Growth;11_BBV;Social
23;775;Foreign migration;Foreign migration balance;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
14;776;Dependent pop.;Dependent population;Social Capital;Demography ;People;Here and now;;System Condition;Population;Neighborhood;Equal opp;5_EVMRA;Social
;777;Foreign migrants;Foreign migrants;Social Capital;Demography ;Demographics;Here and Now, Elsewhere;;;;;Freedom;9_SDGs;Social
24;778;Domestic Immigration;Domestic Immigration;Social Capital;Demography ;Demographics;Here and now;;System Condition;Population;Neighborhood;Growth;5_EVMRA;Social
;779;Foreign migrants;Foreign migrants;Social Capital;Demography ;Demographics;Here and Now, Elsewhere;;;;;Freedom;10_DBoom;Social
32;780;Life satis-social position;Life satisfaction - Your social position;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;Index;;Equal opp;1_StaatVDS;Social
8;781;Loneliness;Experienced loneliness;Social Capital;Social Connections;Family/Friends;Here and now;;Adverse Outcome;People;;Together;4_Stadsdonut;Social
187;782;Diversity social contact;Diversity in social contact with diverse pop groups;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
212;783;Neigh. Commitment;Neighborhood commitment;Social Capital;Social Connections;Bridging social capital;Here and now;;Value Creation ;People;Neighborhood;Together;1_StaatVDS;Social
211;784;Trust politics;Trust in institutions;Social Capital;Social Connections;Politics;Here and now;;System Condition;People;City;Better admin;1_StaatVDS;Social
186;785;Religion involvement;Religion involvement;Social Capital;Social Connections;Religion;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
188;786;Discrimination;Discrimination feeling;Social Capital;Social Connections;Bridging social capital;Here and now;;Adverse Outcome;People;City;Freedom;1_StaatVDS;Social
17;787;Contact close people;Contact with family, friends or neighbors;Social Capital;Social Connections;Family/Friends;Here and now;Strategic;System Condition;Population;;Together;6_RMBW;Social
181;788;Satisfaction social;Satisfaction with friendship and social contacts;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
122;789;Informal help;people who received access to informal help by immediate environment;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
182;790;Contact with people (digital);Digital contact with family, friends, neighbors, and other local residents;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
180;791;Contact with people; Contact with family, friends, neighbors, and other local residents;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
24;792;Experienced racism;Residents experiencing racism;Social Capital;Social Connections;Bridging social capital;Here and now;;Adverse Outcome;People;;Freedom;4_Stadsdonut;Social
223;793;Social cohesion;Social cohesion;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;Index;Neighborhood;Together;1_StaatVDS;Social
52;794;Volunteering;Social participation - Volunteering;Social Capital;Social Connections;Voluntary work;Here and now;;Value Creation ;Units;Neighborhood;Together;1_StaatVDS;Social
184;795;Informal care;people who received access to informal help by immediate environment;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
183;796;Social Isolation Index;Social Isolation Index;Social Capital;Social Connections;Family/Friends;Here and now;;System Condition;People;City;Together;1_StaatVDS;Social
19;797;Trust institutions;Trust in institutions;Social Capital;Social Connections;Generalised trust;Here and now, Later;Strategic;Value Creation ;Index;;Better admin;6_RMBW;Social
22;798;Volunteer work;Volunteer work;Social Capital;Social Connections;Voluntary work;Here and now;Project outcome;Value Creation ;Population;;Together;6_RMBW;Social
25;799;Discrimination ethnicity;Discrimination based on ethnicity or skin colour;Social Capital;Social Connections;Bridging social capital;Here and now;;Adverse Outcome;People;;Freedom;4_Stadsdonut;Social
61;800;TOZO;Use TOZO financial benefit during corona;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;Monetary;City;Equal opp;1_StaatVDS;Social
53;801;Social isolation;Social participation - Social isolation;Social Capital;Social Connections;Bridging social capital;Here and now;;Value Creation ;Index;Neighborhood;Together;1_StaatVDS;Social
23;802;Loneliness;Loneliness;Social Capital;Social Connections;Family/Friends;Here and now;;;;City;Together;2_BWMRA;Social
221;803;Confidence neighbours;Confidence neighbours;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
222;804;Commitment with neigh. (city);Commitment with neighbourhood or city;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
26;805;Discriminationality;Discrimination on the basis of nationality;Social Capital;Social Connections;Bridging social capital;Here and now;;Adverse Outcome;People;;Freedom;4_Stadsdonut;Social
219;806;Contact neighbours;Contact neighbours;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
202;807;Help-Internet;Ask for help with internet matters;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
220;808;Interaction neigh. Cultural;Interaction between neighbours with different ethnic or cultural backgroud;Social Capital;Social Connections;Bridging social capital;Here and now;;System Condition;People;Neighborhood;Together;1_StaatVDS;Social
44;809;Feel discrimination;Feelings of discrimination;Social Capital;Social Connections;Bridging social capital;Here and now;;Adverse Outcome;Population;;Freedom;6_RMBW;Social
20;810;Trust people;Trust in people;Social Capital;Social Connections;Family/Friends;Here and now, Later;Strategic;Value Creation ;Index;;Together;6_RMBW;Social
